Remote Event Rate,NLP,Mean TS,Evt Memory Multiplier,Lookahead,Start-Events,Stagger,Memory,read-buffer,send-buffer,synch,nkp,end_ts,batch_size,extramem,buddy-size,lz4-knob,avl-size,gvt-interval,report-interval,clock-rate,Total Nodes,Total Processors,Total KPs,Total LPs,Sim End Time,LP-PE Mapping,Model Events Allocated,Network Events Allocated,Total Events Allocated,Running Time,Total Events Proc,Events Aborted RollBack,Events Rolled Back,Event Ties,Efficiency,Remote Shared Memory events,Percent Rem Mem Evts,Total Remote Network Events,Percent Network Remote Events,Total Roll Backs,Primary Roll Backs,Secondary Roll Backs,Fossil Collect Attempts,Total GVT Computations,Net Events,Event Rate,Total Evts Past End time,Evts Allocated,Mem Alloc,Mem Waste,Remote sends,Remote Recvs,PE Struct,KP Struct,LP Struct,LP Model Struct,LP RNGs,Total LP,Event Struct,Event Struct with Model,Priority Queue,AVL Tree,LZ4,Buddy System,Event Processing,Event Cancel,Event Abort,GVT,Fossil Collect,Primary Rollbacks,Network Read,Total Time
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,9.4753,116060802,0,13661826,106303542,86.66,0,0,24804096,24.22,3986506,3253948,732558,456768,14274,102398976,10806943.32,1089,55145,53833,1482,30577282,30577282,592,104,56,8,80,144,120,128,0.4756,0.4637,0,0,7.1692,0.3557,0,6.2209,0.4722,1.8775,4.2437,19.8991
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,11.7223,95568211,0,69968467,53749014,-173.32,0,0,6200930,24.22,11732638,5951121,5781517,63392,1981,25599744,2183853.84,783,55112,53825,1486,39215788,39215788,592,104,56,8,80,144,120,128,0.3655,0.7632,0,0,5.6725,5.4621,0,3.4356,0.1631,4.9206,5.3048,24.618
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,8.9095,97441440,0,46241952,74526182,9.68,0,0,12399912,24.22,8232266,4775812,3456454,24864,777,51199488,5746648.39,623,55123,53827,1485,33812412,33812412,592,104,56,8,80,144,120,128,0.3751,0.8374,0,0,5.7952,3.5,0,1.5331,0.3661,3.3853,4.2674,18.7108
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,9.1752,128782313,0,26383337,114815036,74.23,0,0,24804096,24.22,6416325,4578212,1838113,27872,871,102398976,11160377.65,1206,55145,53833,1482,36534700,36534700,592,104,56,8,80,144,120,128,0.5211,0.9478,0,0,7.9041,1.1991,0,1.1676,0.6278,2.9701,5.4471,19.2689
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,8.4568,74615625,0,49015881,43317509,-91.47,0,0,6200930,24.22,8589680,4681173,3908507,23232,726,25599744,3027135.94,597,55112,53825,1486,29221808,29221808,592,104,56,8,80,144,120,128,0.2758,0.6446,0,0,4.5077,3.4717,0,1.9586,0.1797,3.7957,4.1205,17.7601
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,6.0646,74559602,0,23360114,59481473,54.37,0,0,12399912,24.22,5144714,3553715,1590999,13920,435,51199488,8442322.78,569,55123,53827,1485,22942380,22942380,592,104,56,8,80,144,120,128,0.3035,0.6366,0,0,4.5407,1.0649,0,0.8453,0.3847,2.4321,3.4101,12.7363
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,9.7009,128532615,0,26133639,114414256,74.48,0,0,24804096,24.22,6462581,4697549,1765032,27520,860,102398976,10555625.87,1256,55145,53833,1482,36400046,36400046,592,104,56,8,80,144,120,128,0.5253,0.9679,0,0,7.9719,1.022,0,1.8151,0.6643,3.15,5.5553,20.3729
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,35.5282,228849010,0,203249266,128522659,-693.95,0,0,6200930,24.22,26448554,15052730,11395824,587232,18351,25599744,720548.16,2060,55112,53825,1486,104257818,104257818,592,104,56,8,80,144,120,128,0.8882,1.3169,0,0,13.7667,11.5202,0,28.6012,0.1776,18.3559,3.5727,74.6128
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,56.8192,429611251,0,378411763,302180802,-639.09,0,0,12399912,24.22,51487730,29641052,21846678,421184,13162,51199488,901095.22,3990,55123,53827,1485,194745854,194745854,592,104,56,8,80,144,120,128,1.6845,2.7234,0,0,26.1497,21.3559,0,31.3046,0.355,37.1819,5.3461,119.3262
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,68.3548,595485032,0,493086056,492580065,-381.53,0,0,24804096,24.22,69701801,43362514,26339287,247872,7746,102398976,1498050.47,5312,55145,53833,1482,261836668,261836668,592,104,56,8,80,144,120,128,2.623,4.0311,0,0,35.8486,24.7312,0,23.6494,0.6721,53.5858,5.9479,143.5523
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,23.6159,197235007,0,171635263,104074294,-570.46,0,0,6200930,24.22,24587780,13042486,11545294,67840,2120,25599744,1084005.28,2206,55112,53825,1486,89522646,89522646,592,104,56,8,80,144,120,128,0.697,1.4945,0,0,11.6821,10.8697,0,5.6777,0.1672,15.2458,5.8467,49.5958
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,27.5499,262740919,0,211541431,185332207,-313.17,0,0,12399912,24.22,30516685,18382332,12134353,21792,681,51199488,1858430.06,2049,55123,53827,1485,114463048,114463048,592,104,56,8,80,144,120,128,1.0412,2.3912,0,0,15.7761,11.2996,0,2.9383,0.5835,22.2969,4.5188,57.8576
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,39.7498,399456077,0,297057101,336544229,-190.1,0,0,24804096,24.22,43485092,29544537,13940555,29536,923,102398976,2576088.22,5012,55145,53833,1482,167440962,167440962,592,104,56,8,80,144,120,128,1.8097,3.4257,0,0,24.285,10.6388,0,2.6963,1.0748,37.6448,4.8649,83.4787
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,18.5,159966778,0,134367034,85989774,-424.88,0,0,6200930,24.22,19486672,10688712,8797960,26336,823,25599744,1383769.05,2402,55112,53825,1486,71420858,71420858,592,104,56,8,80,144,120,128,0.5805,1.4269,0,0,9.5521,8.0238,0,3.3812,0.2155,12.9181,4.8895,38.852
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,22.8331,222839872,0,171640384,160605473,-235.24,0,0,12399912,24.22,25208667,15796774,9411893,14496,453,51199488,2242332.13,2698,55123,53827,1485,95192428,95192428,592,104,56,8,80,144,120,128,0.917,2.1715,0,0,13.5014,8.2547,0,1.5437,0.5722,20.0925,3.8331,47.952
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,40.1524,398389030,0,295990054,335763700,-189.06,0,0,24804096,24.22,43354740,29476844,13877896,29376,918,102398976,2550260.14,4003,55145,53833,1482,166946168,166946168,592,104,56,8,80,144,120,128,1.8419,3.3764,0,0,24.4881,11.915,0,3.214,1.0637,37.3456,5.1394,84.3242
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,32.0702,206084809,0,180485065,117566313,-605.03,0,0,6200930,24.22,24383240,13670331,10712909,621472,19421,25599744,798241.61,1921,55112,53825,1486,92730060,92730060,592,104,56,8,80,144,120,128,0.7306,1.1564,0,0,12.419,10.382,0,26.4395,0.1778,15.8207,3.6184,67.3507
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,41.4301,319419170,0,268219682,231728725,-423.87,0,0,12399912,24.22,40375915,21866568,18509347,468000,14625,51199488,1235805.25,3389,55123,53827,1485,140018526,140018526,592,104,56,8,80,144,120,128,1.2783,1.9336,0,0,19.7473,17.6224,0,23.3156,0.3346,22.7154,4.9495,87.0075
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,24.6633,246358185,0,143959209,213278290,-40.59,0,0,24804096,24.22,27172523,16187529,10984994,256864,8027,102398976,4151874.66,2029,55145,53833,1482,92126586,92126586,592,104,56,8,80,144,120,128,1.1478,1.4563,0,0,15.0595,8.7613,0,9.1096,0.5516,14.4373,4.1503,51.7955
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,19.9006,167220758,0,141621014,89839615,-453.21,0,0,6200930,24.22,21097359,11143288,9954071,64608,2019,25599744,1286379.86,1764,55112,53825,1486,74418196,74418196,592,104,56,8,80,144,120,128,0.5932,1.2724,0,0,9.8241,9.3586,0,4.6717,0.1702,12.0744,5.4661,41.7934
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,19.4305,186924566,0,135725078,135287840,-165.09,0,0,12399912,24.22,21981645,12790424,9191221,24384,762,51199488,2635007.56,1282,55123,53827,1485,76773812,76773812,592,104,56,8,80,144,120,128,0.7689,1.7094,0,0,11.4117,8.7134,0,2.8791,0.4848,13.0285,4.3469,40.8061
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,12.3919,162180904,0,59781928,144102034,41.62,0,0,24804096,24.22,13003584,9201729,3801855,27968,874,102398976,8263375.79,1963,55145,53833,1482,52127980,52127980,592,104,56,8,80,144,120,128,0.7714,1.2534,0,0,9.8489,2.4316,0,1.4687,0.7409,7.3079,3.6035,26.0243
0.25,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,15.3148,134771379,0,109171635,74183020,-326.46,0,0,6200930,24.22,16559065,9108263,7450802,24480,765,25599744,1671571.01,1513,55112,53825,1486,58752880,58752880,592,104,56,8,80,144,120,128,0.4883,1.2126,0,0,7.9773,6.6514,0,2.7075,0.1961,10.1617,4.4706,32.1626
0.25,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,14.0626,146501776,0,95302288,110024452,-86.14,0,0,12399912,24.22,16375404,10219273,6156131,14208,444,51199488,3640826.07,1331,55123,53827,1485,57407092,57407092,592,104,56,8,80,144,120,128,0.6128,1.3114,0,0,8.9097,4.9597,0,1.208,0.4327,10.078,3.237,29.5329
0.25,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,12.653,161392388,0,58993412,143541613,42.39,0,0,24804096,24.22,12849074,9108390,3740684,27904,872,102398976,8092878.09,1450,55145,53833,1482,51752820,51752820,592,104,56,8,80,144,120,128,0.7417,1.1841,0,0,9.7861,2.5739,0,2.0745,0.6998,7.0993,3.6172,26.5726
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,32.5678,118656336,0,93056592,70281189,-263.51,0,0,12399581,48.44,25412459,12920398,12492061,1109920,34685,25599744,786044.38,1062,55112,29820,916,100594019,100594019,592,104,56,8,80,144,120,128,0.6695,1.3783,0,0,10.8489,11.3104,0,29.4947,0.2658,13.8367,5.3989,68.3958
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,39.165,175049055,0,123849567,130220506,-141.9,0,0,24802925,48.44,36424482,17146267,19278215,904736,28273,51199488,1307277.6,1677,55123,29822,915,141427491,141427491,592,104,56,8,80,144,120,128,1.1118,2.1724,0,0,16.5568,17.3938,0,26.996,0.4898,17.3027,7.4198,82.2505
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,25.0476,159224760,0,56825784,145322713,44.51,0,0,49606593,48.44,15737889,8487070,7250819,635104,19847,102398976,4088181.52,1583,55145,29827,912,102393039,102393039,592,104,56,8,80,144,120,128,1.0065,2.0914,0,0,14.8857,6.2304,0,13.8023,0.8594,11.3835,7.7086,52.6025
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,20.9448,103140596,0,77540852,56883371,-202.9,0,0,12399581,48.44,22715623,10517036,12198587,96448,3014,25599744,1222250.94,1303,55112,29820,916,85680273,85680273,592,104,56,8,80,144,120,128,0.5687,1.6445,0,0,9.233,10.7862,0,5.6662,0.2463,10.5461,8.4362,43.9862
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,17.5308,109361703,0,58162215,81405759,-13.6,0,0,24802925,48.44,17453429,8731216,8722213,39136,1223,51199488,2920544.04,2428,55123,29822,915,78870205,78870205,592,104,56,8,80,144,120,128,0.6765,1.958,0,0,10.1384,8.3024,0,2.671,0.5421,8.3538,6.9507,36.8165
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,15.1527,131242016,0,28843040,121502501,71.83,0,0,49606593,48.44,8251789,4982373,3269416,31904,997,102398976,6757782.55,1166,55145,29827,912,75865967,75865967,592,104,56,8,80,144,120,128,0.7299,2.4815,0,0,12.117,2.6619,0,1.2766,1.1144,6.4443,8.3668,31.8224
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,15.8629,83138911,0,57539167,47290639,-124.76,0,0,12399581,48.44,17300409,8465161,8835248,35712,1116,25599744,1613816.73,578,55112,29820,916,66600135,66600135,592,104,56,8,80,144,120,128,0.4735,1.4999,0,0,7.582,7.5562,0,2.8711,0.2712,8.4973,6.6941,33.3137
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,12.8161,88942623,0,37743135,68455776,26.28,0,0,24802925,48.44,12306681,6886486,5420195,17184,537,51199488,3994936.37,770,55123,29822,915,59467569,59467569,592,104,56,8,80,144,120,128,0.5384,1.7744,0,0,8.1081,4.3049,0,1.3213,0.6171,6.5229,5.7443,26.9151
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,15.5471,131170009,0,28771033,121449233,71.9,0,0,49606593,48.44,8210434,4941049,3269385,31840,995,102398976,6586351.57,1119,55145,29827,912,75803399,75803399,592,104,56,8,80,144,120,128,0.7365,2.4792,0,0,12.0583,2.6109,0,1.9116,1.0928,6.2588,8.8984,32.6506
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,45.2161,168081483,0,142481739,94853031,-456.57,0,0,12399581,48.44,36082566,19398451,16684115,1014912,31716,25599744,566164.09,1462,55112,29820,916,148853811,148853811,592,104,56,8,80,144,120,128,0.9269,1.9841,0,0,15.6998,15.1811,0,37.6852,0.2707,23.3467,5.5018,94.9586
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,79.1368,351005379,0,299805891,245929089,-485.56,0,0,24802925,48.44,78202191,41415164,36787027,785920,24560,51199488,646974.84,3872,55123,29822,915,311760193,311760193,592,104,56,8,80,144,120,128,2.0617,4.4233,0,0,31.9736,32.8569,0,46.3404,0.5022,49.2809,8.1701,166.1955
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,94.5157,492147650,0,389748674,426409913,-280.62,0,0,49606593,48.44,80165573,55506606,24658967,371520,11610,102398976,1083407.06,7172,55145,29827,912,423396767,423396767,592,104,56,8,80,144,120,128,3.2341,7.8701,0,0,45.594,25.7546,0,29.0422,1.0331,92.2015,10.1325,198.4929
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,29.4667,145189094,0,119589350,76855356,-367.15,0,0,12399581,48.44,33047147,16219008,16828139,100832,3151,25599744,868768.96,1731,55112,29820,916,127015093,127015093,592,104,56,8,80,144,120,128,0.7817,2.2518,0,0,13.0131,14.6931,0,6.8311,0.2427,18.5781,8.502,61.8831
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,38.3271,211811696,0,160612208,148153482,-213.7,0,0,24802925,48.44,44411986,24344817,20067169,40864,1277,51199488,1335855.03,2032,55123,29822,915,178022719,178022719,592,104,56,8,80,144,120,128,1.2787,4.018,0,0,19.4284,18.0246,0,5.0859,0.6516,30.2102,7.392,80.491
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,59.0604,352191843,0,249792867,309109653,-143.94,0,0,49606593,48.44,52657124,39084275,13572849,32512,1016,102398976,1733799.87,3153,55145,29827,912,288992021,288992021,592,104,56,8,80,144,120,128,2.3882,8.0065,0,0,32.4845,13.2734,0,2.8262,1.5471,66.3054,8.4245,124.0331
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,23.5437,120515473,0,94915729,65223214,-270.77,0,0,12399581,48.44,26584363,13560957,13023406,38976,1218,25599744,1087328.65,1677,55112,29820,916,103322957,103322957,592,104,56,8,80,144,120,128,0.6646,2.1523,0,0,10.9372,11.2174,0,3.9079,0.2773,16.5016,7.1834,49.4442
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,31.1297,179948136,0,128748648,128833838,-151.46,0,0,24802925,48.44,36343263,20897194,15446069,17888,559,51199488,1644714.9,1842,55123,29822,915,147498615,147498615,592,104,56,8,80,144,120,128,1.0909,3.7581,0,0,16.5078,13.3655,0,2.3427,0.7571,26.8881,6.1774,65.3756
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,59.3412,352179110,0,249780134,309122723,-143.93,0,0,49606593,48.44,52641902,39077455,13564447,32512,1016,102398976,1725596.8,3601,55145,29827,912,288965777,288965777,592,104,56,8,80,144,120,128,2.3147,7.6914,0,0,32.156,12.6797,0,3.4081,1.6447,64.716,8.88,124.6227
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,45.1255,167390689,0,141790945,94620480,-453.88,0,0,12399581,48.44,35968036,19314059,16653977,1019968,31874,25599744,567301.02,1616,55112,29820,916,148118361,148118361,592,104,56,8,80,144,120,128,0.9146,1.9272,0,0,15.5645,15.6739,0,38.7462,0.2693,22.7816,5.3999,94.7683
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,76.7526,335960445,0,284760957,237051444,-456.18,0,0,24802925,48.44,75274954,39037524,36237430,822112,25691,51199488,667071.39,2889,55123,29822,915,296604917,296604917,592,104,56,8,80,144,120,128,1.975,4.268,0,0,31.0089,32.6347,0,45.4669,0.5165,46.3372,8.4853,161.1886
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,56.5249,322147508,0,219748532,289226237,-114.6,0,0,49606593,48.44,51845182,32568797,19276385,354944,11092,102398976,1811573.04,5730,55145,29827,912,257441969,257441969,592,104,56,8,80,144,120,128,2.1208,4.8175,0,0,29.818,18.0908,0,16.4157,0.9451,47.6034,7.9153,118.7082
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,30.0256,145365243,0,119765499,76842668,-367.84,0,0,12399581,48.44,33188400,16202330,16986070,103808,3244,25599744,852597.28,1761,55112,29820,916,127146109,127146109,592,104,56,8,80,144,120,128,0.8061,2.2999,0,0,13.0715,15.2485,0,7.7247,0.2564,19.1982,8.9104,63.0569
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,33.7572,190536791,0,139337303,135215800,-172.15,0,0,24802925,48.44,39287358,21420330,17867028,38880,1215,51199488,1516699.61,1656,55123,29822,915,157056417,157056417,592,104,56,8,80,144,120,128,1.145,3.5586,0,0,17.4399,16.125,0,4.8105,0.611,25.1911,6.9553,70.8936
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,38.7665,250805459,0,148406483,227158451,-44.93,0,0,49606593,48.44,36773667,24208301,12565366,32288,1009,102398976,2641429.14,2528,55145,29827,912,189253475,189253475,592,104,56,8,80,144,120,128,1.6516,5.266,0,0,23.0427,11.2365,0,2.2955,1.3775,34.8043,7.6089,81.4137
0.5,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,22.8325,117714621,0,92114877,63956265,-259.83,0,0,12399581,48.44,25893932,13227973,12665959,37792,1181,25599744,1121195.38,885,55112,29820,916,100556069,100556069,592,104,56,8,80,144,120,128,0.7059,2.0871,0,0,10.7293,10.9216,0,3.5885,0.2617,15.3903,6.9131,47.9507
0.5,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,26.8935,159631839,0,108432351,116356444,-111.78,0,0,24802925,48.44,31420282,18112077,13308205,17472,546,51199488,1903789.69,1558,55123,29822,915,127519391,127519391,592,104,56,8,80,144,120,128,0.9828,3.347,0,0,14.684,11.4695,0,2.1248,0.7572,22.0376,5.9273,56.4791
0.5,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,39.0272,250671567,0,148272591,227097615,-44.8,0,0,49606593,48.44,36751504,24196546,12554958,32256,1008,102398976,2623784.24,3862,55145,29827,912,189131435,189131435,592,104,56,8,80,144,120,128,1.6882,5.2024,0,0,22.7368,11.1093,0,2.9532,1.3569,34.6115,7.6521,81.9612
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,32.3795,118402155,0,92802411,70144395,-262.51,0,0,12399581,48.44,25348837,12888430,12460407,1106880,34590,25599744,790616.01,1287,55112,37821,1106,100326283,100326283,592,104,56,8,80,144,120,128,0.6558,1.3962,0,0,10.8232,10.9792,0,29.1663,0.2642,13.1892,5.2157,68.0003
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,39.2515,175224347,0,124024859,130366308,-142.24,0,0,24802925,48.44,36476951,17143833,19333118,904480,28265,51199488,1304396.07,1773,55123,37824,1105,141585589,141585589,592,104,56,8,80,144,120,128,1.1416,2.1403,0,0,16.7544,17.0086,0,27.5462,0.5008,17.2209,7.3928,82.4322
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,21.2608,141440057,0,39041081,125541738,61.87,0,0,49606593,48.44,13452865,7526133,5926732,572672,17896,102398976,4816331.36,2066,55145,37829,1102,85093043,85093043,592,104,56,8,80,144,120,128,0.9135,1.548,0,0,13.6872,4.6875,0,13.1112,0.8178,7.4291,7.0492,44.6499
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,20.6215,101872830,0,76273086,56246949,-197.94,0,0,12399581,48.44,22366961,10375185,11991776,94368,2949,25599744,1241411.76,551,55112,37821,1106,84467559,84467559,592,104,56,8,80,144,120,128,0.5999,1.6458,0,0,9.695,10.5872,0,5.7963,0.2432,10.3048,8.1327,43.3073
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,17.9498,111251122,0,60051634,82628565,-17.29,0,0,24802925,48.44,17926921,8899177,9027744,40608,1269,51199488,2852366.02,742,55123,37824,1105,80685853,80685853,592,104,56,8,80,144,120,128,0.7011,1.969,0,0,10.2269,8.4625,0,2.8338,0.5521,8.4217,7.0239,37.6965
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,14.1378,126192574,0,23793598,113326808,76.76,0,0,49606593,48.44,8449867,5453104,2996763,32160,1005,102398976,7242924.09,1120,55145,37829,1102,70695687,70695687,592,104,56,8,80,144,120,128,0.7377,2.104,0,0,11.7799,2.1242,0,1.308,1.0473,5.3288,8.3387,29.6909
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,16.004,83826283,0,58226539,47638530,-127.45,0,0,12399581,48.44,17486577,8535246,8951331,36160,1130,25599744,1599588.5,664,55112,37821,1106,67261381,67261381,592,104,56,8,80,144,120,128,0.4688,1.4866,0,0,7.5892,7.6655,0,3.1035,0.2654,8.5265,6.6713,33.61
